repair_id,model,reason_code,attempts_used,repaired_all_checks_pass
RA_0524,Mistral Large,insecure,1,yes
RA_0525,Mistral Large,not_exist,3,yes
RA_0526,Mistral Large,not_exist,1,yes
RA_0527,Mistral Large,insecure,2,yes
RA_0528,Mistral Large,not_exist,3,yes
RA_0529,Mistral Large,not_relevant,3,yes
RA_0530,Mistral Large,not_relevant,3,yes
RA_0531,Mistral Large,not_exist,3,yes
RA_0532,Mistral Large,insecure,3,yes
RA_0533,Mistral Large,not_exist,1,yes
RA_0534,Mistral Large,not_exist,2,yes
RA_0535,Mistral Large,not_relevant,3,yes
RA_0536,Mistral Large,insecure,3,yes
RA_0537,Mistral Large,insecure,1,yes
RA_0538,Mistral Large,insecure,1,yes
RA_0539,Mistral Large,not_exist,1,yes
RA_0540,Mistral Large,not_relevant,2,yes
RA_0541,Mistral Large,not_relevant,2,yes
RA_0542,Mistral Large,insecure,3,yes
RA_0543,Mistral Large,insecure,3,yes
RA_0544,Mistral Large,not_exist,3,yes
RA_0545,Mistral Large,insecure,3,yes
RA_0546,Mistral Large,not_relevant,3,no
RA_0547,Mistral Large,not_relevant,2,no
RA_0548,Mistral Large,not_exist,2,no
RA_0549,Phi-3-medium,insecure,3,yes
RA_0550,Phi-3-medium,not_exist,1,yes
RA_0551,Phi-3-medium,insecure,1,yes
RA_0552,Phi-3-medium,insecure,2,yes
RA_0553,Phi-3-medium,insecure,1,yes
RA_0554,Phi-3-medium,not_relevant,2,yes
RA_0555,Phi-3-medium,insecure,1,yes
RA_0556,Phi-3-medium,insecure,3,yes
RA_0557,Phi-3-medium,not_exist,3,yes
RA_0558,Phi-3-medium,not_exist,1,yes
RA_0559,Phi-3-medium,not_relevant,1,yes
RA_0560,Phi-3-medium,not_exist,2,yes
RA_0561,Phi-3-medium,not_exist,1,yes
RA_0562,Phi-3-medium,insecure,2,yes
RA_0563,Phi-3-medium,not_relevant,3,yes
RA_0564,Phi-3-medium,not_exist,1,yes
RA_0565,Phi-3-medium,not_relevant,3,yes
RA_0566,Phi-3-medium,insecure,3,yes
RA_0567,Phi-3-medium,not_exist,1,yes
RA_0568,Phi-3-medium,not_relevant,1,yes
RA_0569,Phi-3-medium,not_exist,2,yes
RA_0570,Phi-3-medium,not_exist,1,yes
RA_0571,Phi-3-medium,insecure,1,yes
RA_0572,Phi-3-medium,not_relevant,2,yes
RA_0573,Phi-3-medium,not_exist,2,yes
RA_0574,Phi-3-medium,not_relevant,3,yes
RA_0575,Phi-3-medium,insecure,1,yes
RA_0576,Phi-3-medium,not_exist,2,yes
RA_0577,Phi-3-medium,not_exist,3,yes
RA_0578,Phi-3-medium,not_exist,1,yes
RA_0579,Phi-3-medium,insecure,3,yes
RA_0580,Phi-3-medium,not_relevant,3,yes
RA_0581,Phi-3-medium,not_relevant,1,yes
RA_0582,Phi-3-medium,not_exist,2,yes
RA_0583,Phi-3-medium,not_relevant,2,yes
RA_0584,Phi-3-medium,not_relevant,1,yes
RA_0585,Phi-3-medium,not_relevant,3,yes
RA_0586,Phi-3-medium,not_relevant,1,yes
RA_0587,Phi-3-medium,insecure,1,yes
RA_0588,Phi-3-medium,insecure,2,yes
RA_0589,Phi-3-medium,not_exist,1,yes
RA_0590,Phi-3-medium,not_relevant,3,yes
RA_0591,Phi-3-medium,not_exist,3,yes
RA_0592,Phi-3-medium,insecure,1,yes
RA_0593,Phi-3-medium,insecure,3,yes
RA_0594,Phi-3-medium,insecure,2,no
RA_0595,Phi-3-medium,insecure,3,no
RA_0596,Phi-3-medium,not_relevant,1,no
RA_0597,Llama 3 (70B),not_exist,3,yes
RA_0598,Llama 3 (70B),not_exist,3,yes
RA_0599,Llama 3 (70B),not_relevant,1,yes
RA_0600,Llama 3 (70B),not_relevant,2,yes
RA_0601,Llama 3 (70B),not_exist,1,yes
RA_0602,Llama 3 (70B),not_exist,1,yes
RA_0603,Llama 3 (70B),not_relevant,1,yes
RA_0604,Llama 3 (70B),not_relevant,1,yes
RA_0605,Llama 3 (70B),not_exist,1,yes
RA_0606,Llama 3 (70B),not_exist,1,yes
RA_0607,Llama 3 (70B),insecure,2,yes
RA_0608,Llama 3 (70B),not_exist,3,yes
RA_0609,Llama 3 (70B),insecure,1,yes
RA_0610,Llama 3 (70B),not_relevant,1,yes
RA_0611,Llama 3 (70B),not_exist,1,yes
RA_0612,Llama 3 (70B),not_relevant,3,yes
RA_0613,Llama 3 (70B),not_exist,2,yes
RA_0614,Llama 3 (70B),not_relevant,2,yes
RA_0615,Llama 3 (70B),not_relevant,2,yes
RA_0616,Llama 3 (70B),not_exist,3,yes
RA_0617,Llama 3 (70B),not_exist,1,yes
RA_0618,Llama 3 (70B),insecure,2,yes
RA_0619,Llama 3 (70B),not_exist,1,yes
RA_0620,Llama 3 (70B),insecure,1,yes
RA_0621,Llama 3 (70B),not_relevant,1,yes
RA_0622,Llama 3 (70B),not_relevant,2,yes
RA_0623,Llama 3 (70B),not_exist,1,yes
RA_0624,Llama 3 (70B),not_exist,1,yes
RA_0625,Llama 3 (70B),not_exist,1,yes
RA_0626,Llama 3 (70B),insecure,1,yes
RA_0627,Llama 3 (70B),insecure,1,yes
RA_0628,Llama 3 (70B),not_relevant,1,yes
RA_0629,Llama 3 (70B),insecure,3,yes
RA_0630,Llama 3 (70B),not_relevant,3,yes
RA_0631,Llama 3 (70B),not_relevant,3,yes
RA_0632,Llama 3 (70B),not_relevant,3,yes
RA_0633,Llama 3 (70B),not_relevant,2,yes
RA_0634,Llama 3 (70B),insecure,1,yes
RA_0635,Llama 3 (70B),not_relevant,3,yes
RA_0636,Llama 3 (70B),not_relevant,3,yes
RA_0637,Llama 3 (70B),not_exist,2,yes
RA_0638,Llama 3 (70B),insecure,1,yes
RA_0639,Llama 3 (70B),not_relevant,2,yes
RA_0640,Llama 3 (70B),insecure,2,yes
RA_0641,Llama 3 (70B),insecure,3,yes
RA_0642,Llama 3 (70B),not_exist,3,yes
RA_0643,Llama 3 (70B),not_exist,1,no
RA_0644,Llama 3 (70B),insecure,2,no
RA_0645,Llama 3 (70B),insecure,3,no
RA_0646,Mixtral 8x7B,insecure,1,yes
RA_0647,Mixtral 8x7B,not_relevant,1,yes
RA_0648,Mixtral 8x7B,not_relevant,1,yes
RA_0649,Mixtral 8x7B,not_exist,1,yes
RA_0650,Mixtral 8x7B,not_relevant,3,yes
RA_0651,Mixtral 8x7B,not_relevant,1,yes
RA_0652,Mixtral 8x7B,not_relevant,2,yes
RA_0653,Mixtral 8x7B,insecure,3,yes
RA_0654,Mixtral 8x7B,not_relevant,3,yes
RA_0655,Mixtral 8x7B,not_relevant,1,yes
RA_0656,Mixtral 8x7B,not_exist,3,yes
RA_0657,Mixtral 8x7B,not_exist,3,yes
RA_0658,Mixtral 8x7B,not_exist,1,yes
RA_0659,Mixtral 8x7B,not_exist,1,yes
RA_0660,Mixtral 8x7B,not_relevant,3,yes
RA_0661,Mixtral 8x7B,not_relevant,1,yes
RA_0662,Mixtral 8x7B,not_exist,3,yes
RA_0663,Mixtral 8x7B,not_relevant,1,yes
RA_0664,Mixtral 8x7B,insecure,3,yes
RA_0665,Mixtral 8x7B,not_relevant,1,yes
RA_0666,Mixtral 8x7B,insecure,2,yes
RA_0667,Mixtral 8x7B,insecure,3,yes
RA_0668,Mixtral 8x7B,not_exist,1,yes
RA_0669,Mixtral 8x7B,not_exist,2,yes
RA_0670,Mixtral 8x7B,insecure,1,yes
RA_0671,Mixtral 8x7B,not_exist,1,yes
RA_0672,Mixtral 8x7B,not_relevant,3,yes
RA_0673,Mixtral 8x7B,not_exist,3,yes
RA_0674,Mixtral 8x7B,not_exist,3,yes
RA_0675,Mixtral 8x7B,insecure,1,yes
RA_0676,Mixtral 8x7B,insecure,3,yes
RA_0677,Mixtral 8x7B,not_relevant,3,yes
RA_0678,Mixtral 8x7B,not_exist,3,yes
RA_0679,Mixtral 8x7B,insecure,2,yes
RA_0680,Mixtral 8x7B,not_exist,3,yes
RA_0681,Mixtral 8x7B,insecure,2,yes
RA_0682,Mixtral 8x7B,not_exist,1,yes
RA_0683,Mixtral 8x7B,not_exist,1,yes
RA_0684,Mixtral 8x7B,not_relevant,3,yes
RA_0685,Mixtral 8x7B,not_exist,3,yes
RA_0686,Mixtral 8x7B,not_exist,1,yes
RA_0687,Mixtral 8x7B,insecure,1,yes
RA_0688,Mixtral 8x7B,not_relevant,3,yes
RA_0689,Mixtral 8x7B,not_relevant,1,yes
RA_0690,Mixtral 8x7B,not_exist,3,yes
RA_0691,Mixtral 8x7B,not_exist,2,no
RA_0692,Mixtral 8x7B,not_exist,2,no
RA_0693,Mixtral 8x7B,not_relevant,3,no
RA_0694,Llama 3 (8B),insecure,1,yes
RA_0695,Llama 3 (8B),not_relevant,3,yes
RA_0696,Llama 3 (8B),not_relevant,1,yes
RA_0697,Llama 3 (8B),not_relevant,1,yes
RA_0698,Llama 3 (8B),insecure,2,yes
RA_0699,Llama 3 (8B),insecure,3,yes
RA_0700,Llama 3 (8B),not_exist,3,yes
RA_0701,Llama 3 (8B),not_relevant,2,yes
RA_0702,Llama 3 (8B),insecure,2,yes
RA_0703,Llama 3 (8B),not_exist,1,yes
RA_0704,Llama 3 (8B),not_relevant,1,yes
RA_0705,Llama 3 (8B),not_relevant,3,yes
RA_0706,Llama 3 (8B),not_relevant,3,yes
RA_0707,Llama 3 (8B),insecure,2,yes
RA_0708,Llama 3 (8B),insecure,3,yes
RA_0709,Llama 3 (8B),not_exist,1,yes
RA_0710,Llama 3 (8B),not_exist,2,yes
RA_0711,Llama 3 (8B),not_relevant,3,yes
RA_0712,Llama 3 (8B),not_exist,2,yes
RA_0713,Llama 3 (8B),insecure,2,yes
RA_0714,Llama 3 (8B),not_exist,3,yes
RA_0715,Llama 3 (8B),insecure,2,yes
RA_0716,Llama 3 (8B),not_exist,1,yes
RA_0717,Llama 3 (8B),not_relevant,1,yes
RA_0718,Llama 3 (8B),not_exist,3,yes
RA_0719,Llama 3 (8B),insecure,1,yes
RA_0720,Llama 3 (8B),insecure,2,yes
RA_0721,Llama 3 (8B),not_relevant,2,yes
RA_0722,Llama 3 (8B),not_exist,2,yes
RA_0723,Llama 3 (8B),not_relevant,3,yes
RA_0724,Llama 3 (8B),insecure,3,yes
RA_0725,Llama 3 (8B),not_exist,2,yes
RA_0726,Llama 3 (8B),insecure,3,yes
RA_0727,Llama 3 (8B),not_exist,1,yes
RA_0728,Llama 3 (8B),insecure,1,yes
RA_0729,Llama 3 (8B),insecure,3,yes
RA_0730,Llama 3 (8B),not_exist,2,yes
RA_0731,Llama 3 (8B),insecure,3,yes
RA_0732,Llama 3 (8B),not_exist,2,yes
RA_0733,Llama 3 (8B),insecure,1,yes
RA_0734,Llama 3 (8B),not_relevant,2,yes
RA_0735,Llama 3 (8B),not_relevant,1,yes
RA_0736,Llama 3 (8B),not_relevant,3,yes
RA_0737,Llama 3 (8B),not_exist,3,yes
RA_0738,Llama 3 (8B),insecure,1,yes
RA_0739,Llama 3 (8B),insecure,1,no
RA_0740,Llama 3 (8B),not_exist,2,no
RA_0741,Llama 3 (8B),not_relevant,3,no
RA_0742,Mistral 7B,not_relevant,2,yes
RA_0743,Mistral 7B,not_relevant,2,yes
RA_0744,Mistral 7B,not_exist,3,yes
RA_0745,Mistral 7B,not_relevant,3,yes
RA_0746,Mistral 7B,not_exist,1,yes
RA_0747,Mistral 7B,not_exist,1,yes
RA_0748,Mistral 7B,insecure,1,yes
RA_0749,Mistral 7B,not_exist,2,yes
RA_0750,Mistral 7B,insecure,3,yes
RA_0751,Mistral 7B,not_exist,3,yes
RA_0752,Mistral 7B,not_relevant,3,yes
RA_0753,Mistral 7B,not_exist,2,yes
RA_0754,Mistral 7B,not_relevant,3,yes
RA_0755,Mistral 7B,insecure,3,yes
RA_0756,Mistral 7B,not_exist,3,yes
RA_0757,Mistral 7B,insecure,2,yes
RA_0758,Mistral 7B,not_exist,3,yes
RA_0759,Mistral 7B,not_exist,2,yes
RA_0760,Mistral 7B,not_relevant,1,yes
RA_0761,Mistral 7B,not_relevant,3,yes
RA_0762,Mistral 7B,not_exist,2,yes
RA_0763,Mistral 7B,insecure,1,yes
RA_0764,Mistral 7B,not_exist,3,yes
RA_0765,Mistral 7B,not_exist,1,yes
RA_0766,Mistral 7B,not_relevant,2,yes
RA_0767,Mistral 7B,not_relevant,3,yes
RA_0768,Mistral 7B,insecure,3,yes
RA_0769,Mistral 7B,not_exist,3,yes
RA_0770,Mistral 7B,not_relevant,3,yes
RA_0771,Mistral 7B,not_relevant,3,yes
RA_0772,Mistral 7B,not_relevant,2,yes
RA_0773,Mistral 7B,insecure,2,yes
RA_0774,Mistral 7B,not_exist,1,yes
RA_0775,Mistral 7B,not_exist,2,no
RA_0776,Mistral 7B,not_relevant,1,no
RA_0777,Mistral 7B,insecure,3,no
RA_0778,Mistral 7B,not_relevant,3,no
RA_0779,Mistral 7B,insecure,1,no
RA_0780,Mistral 7B,not_exist,2,no
RA_0781,Mistral 7B,insecure,1,no
RA_0782,Mistral 7B,insecure,1,no
RA_0783,Mistral 7B,insecure,2,no
RA_0784,Mistral 7B,not_relevant,2,no
RA_0785,Mistral 7B,not_exist,2,no
RA_0786,Mistral 7B,insecure,2,no
RA_0787,Mistral 7B,not_exist,1,no
RA_0788,Mistral 7B,insecure,1,no
RA_0789,Mistral 7B,not_relevant,3,no
