snippet_id,model,model_version,dataset_tier,annotator_a_label,annotator_b_label,adjudicated,annotator_c_label,final_label,halluguard_prediction,codebook_version
G800_0198,GPT-4,gpt-4-turbo-2024-04-09,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0199,GPT-4,gpt-4-turbo-2024-04-09,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0200,GPT-4,gpt-4-turbo-2024-04-09,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0201,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,hallucination,no_hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0202,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0203,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0204,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0205,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0206,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0207,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0208,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0209,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0210,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0211,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0212,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0213,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0214,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0215,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0216,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0217,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0218,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0219,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0220,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0221,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0222,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0223,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0224,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0225,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0226,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0227,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0228,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0229,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0230,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0231,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0232,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0233,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0234,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0235,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0236,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0237,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0238,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0239,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0240,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0241,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0242,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0243,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0244,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0245,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0246,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0247,Claude 3 Sonnet,claude-3-sonnet-20240229,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0248,Claude 3 Sonnet,claude-3-sonnet-20240229,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0249,Claude 3 Sonnet,claude-3-sonnet-20240229,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0250,Claude 3 Sonnet,claude-3-sonnet-20240229,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0251,Code Llama (34B),codellama-34b-instruct,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0252,Code Llama (34B),codellama-34b-instruct,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0253,Code Llama (34B),codellama-34b-instruct,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0254,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0255,Code Llama (34B),codellama-34b-instruct,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0256,Code Llama (34B),codellama-34b-instruct,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0257,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0258,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0259,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0260,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0261,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0262,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0263,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0264,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0265,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0266,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0267,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0268,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0269,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0270,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0271,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0272,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0273,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0274,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0275,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0276,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0277,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0278,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0279,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0280,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0281,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0282,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0283,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0284,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0285,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0286,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0287,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0288,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0289,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0290,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0291,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0292,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0293,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0294,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0295,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0296,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0297,Code Llama (34B),codellama-34b-instruct,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0298,Code Llama (34B),codellama-34b-instruct,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0299,Code Llama (34B),codellama-34b-instruct,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0300,Code Llama (34B),codellama-34b-instruct,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0301,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0302,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0303,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0304,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0305,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0306,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0307,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0308,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0309,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0310,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0311,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0312,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0313,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0314,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0315,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0316,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0317,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0318,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0319,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0320,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0321,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0322,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0323,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0324,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0325,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0326,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0327,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0328,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0329,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0330,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0331,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0332,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0333,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0334,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0335,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0336,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0337,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0338,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0339,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,hallucination,yes,no_hallucination,no_hallucination,not_flagged,1.0
G800_0340,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0341,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0342,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0343,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0344,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0345,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0346,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0347,Gemini 1.0 Pro,gemini-1.0-pro-001,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0348,Gemini 1.0 Pro,gemini-1.0-pro-001,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0349,Gemini 1.0 Pro,gemini-1.0-pro-001,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0350,Gemini 1.0 Pro,gemini-1.0-pro-001,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0351,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,hallucination,no_hallucination,yes,hallucination,hallucination,flagged,1.0
G800_0352,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0353,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0354,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0355,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0356,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0357,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0358,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,hallucination,hallucination,no,,hallucination,flagged,1.0
G800_0359,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0360,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0361,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0362,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0363,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0364,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0365,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0366,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0367,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0368,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0369,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0370,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0371,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0372,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0373,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0374,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0375,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0376,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0377,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0378,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0379,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0380,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0381,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0382,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0383,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0384,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0385,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0386,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0387,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0388,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0389,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0390,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0391,GPT-3.5-Turbo,gpt-3.5-turbo-0125,NL-API,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0392,GPT-3.5-Turbo,gpt-3.5-turbo-0125,HumanEval+,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0393,GPT-3.5-Turbo,gpt-3.5-turbo-0125,MBPP,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
G800_0394,GPT-3.5-Turbo,gpt-3.5-turbo-0125,CodeHaluEval,no_hallucination,no_hallucination,no,,no_hallucination,not_flagged,1.0
